"","3 Last (C)","2 Last (C)","1a Last (C)","1b Last (C)","5 Last (C)","4 Last (C)","T mean Last","range Last"
"03:48:50","59.083","59.739","61.542","61.376","59.655","59.004","60.067","2.538"
"03:49:00","57.843","58.802","60.239","60.080","58.390","57.912","58.878","2.396"
"03:49:10","56.912","57.566","58.975","58.824","57.317","56.838","57.739","2.137"
"03:49:20","55.738","56.383","57.748","57.895","56.289","55.658","56.618","2.236"
"03:49:30","54.614","55.541","56.861","56.697","55.162","54.671","55.591","2.247"
"03:49:40","53.792","54.434","55.708","55.549","54.195","53.579","54.543","2.129"
"03:49:50","52.718","53.357","54.590","54.713","53.123","52.644","53.524","2.069"
"03:50:00","51.677","52.320","53.779","53.636","52.195","51.598","52.534","2.181"
"03:50:10","50.667","51.550","52.727","52.576","51.193","50.722","51.572","2.059"
"03:50:20","49.926","50.555","51.694","51.549","50.324","49.842","50.648","1.852"
"03:50:30","48.970","49.840","50.948","50.802","49.484","49.012","49.843","1.978"
"03:50:40","48.252","48.899","49.966","49.820","48.663","48.066","48.944","1.900"
"03:50:50","47.328","47.971","49.009","48.864","47.725","47.147","48.007","1.861"
"03:51:00","46.418","47.054","48.084","48.167","46.815","46.354","47.149","1.813"
"03:51:10","45.526","46.385","47.391","47.258","46.138","45.570","46.378","1.864"
"03:51:20","44.874","45.505","46.489","46.573","45.260","44.796","45.583","1.777"
"03:51:30","44.020","44.655","45.728","45.582","44.457","43.897","44.723","1.832"
"03:51:40","43.190","44.019","44.964","44.831","43.675","43.220","43.983","1.774"
"03:51:50","42.576","43.193","44.118","43.989","42.958","42.405","43.207","1.714"
"03:52:00","41.793","42.407","43.302","43.265","42.165","41.668","42.433","1.634"
"03:52:10","41.032","41.646","42.506","42.568","41.406","40.958","41.686","1.610"
"03:52:20","40.314","40.916","41.921","41.801","40.777","40.230","40.993","1.691"
"03:52:30","39.620","40.385","41.183","41.056","40.066","39.620","40.322","1.564"
"03:52:40","39.091","39.701","40.635","40.517","39.548","39.020","39.752","1.615"
"03:52:50","38.420","39.184","39.932","39.818","38.872","38.422","39.108","1.512"
"03:53:00","37.756","38.519","39.261","39.130","38.197","37.767","38.438","1.504"
"03:53:10","37.257","37.864","38.580","38.454","37.613","37.107","37.813","1.473"
"03:53:20","36.610","37.209","37.921","37.958","36.984","36.549","37.205","1.408"
"03:53:30","36.013","36.686","37.436","37.315","36.483","35.981","36.653","1.455"
"03:53:40","35.427","36.159","36.807","36.683","35.866","35.417","36.060","1.390"
"03:53:50","34.993","35.584","36.349","36.239","35.427","34.916","35.585","1.433"
"03:54:00","34.433","35.151","35.771","35.651","34.855","34.437","35.050","1.339"
"03:54:10","33.881","34.473","35.200","35.080","34.365","33.879","34.480","1.321"
"03:54:20","33.479","34.066","34.650","34.592","33.832","33.378","34.000","1.273"
"03:54:30","32.971","33.541","34.096","34.115","33.306","32.878","33.484","1.237"
"03:54:40","32.451","33.021","33.710","33.584","32.854","32.372","32.999","1.338"
"03:54:50","31.930","32.635","33.175","33.062","32.341","31.927","32.512","1.248"
"03:55:00","31.573","32.135","32.664","32.552","31.915","31.429","32.045","1.235"
"03:55:10","31.087","31.635","32.163","32.175","31.416","31.001","31.579","1.173"
"03:55:20","30.601","31.158","31.783","31.679","31.016","30.573","31.135","1.210"
"03:55:30","30.246","30.804","31.308","31.190","30.579","30.174","30.717","1.134"
"03:55:40","29.788","30.340","30.887","30.833","30.150","29.712","30.285","1.175"
"03:55:50","29.342","29.889","30.470","30.366","29.734","29.271","29.845","1.199"
"03:56:00","28.923","29.578","30.025","29.919","29.298","28.896","29.440","1.129"
"03:56:10","28.613","29.145","29.583","29.484","28.938","28.478","29.040","1.105"
"03:56:20","28.192","28.730","29.164","29.155","28.541","28.141","28.654","1.024"
"03:56:30","27.801","28.319","28.851","28.741","28.157","27.722","28.265","1.129"
"03:56:40","27.492","28.025","28.437","28.335","27.814","27.372","27.913","1.065"
"03:56:50","27.103","27.621","28.133","28.036","27.453","27.018","27.561","1.114"
"03:57:00","26.695","27.226","27.746","27.627","27.060","26.635","27.165","1.111"
"03:57:10","26.365","26.931","27.343","27.233","26.691","26.307","26.812","1.036"
"03:57:20","26.044","26.559","27.044","26.942","26.389","25.966","26.490","1.078"
"03:57:30","25.684","26.198","26.659","26.563","26.029","25.647","26.130","1.011"
"03:57:40","25.345","25.854","26.304","26.194","25.737","25.310","25.791","0.994"
"03:57:50","25.107","25.593","25.937","25.931","25.410","25.021","25.500","0.916"
"03:58:00","24.778","25.269","25.692","25.592","25.116","24.697","25.191","0.995"
"03:58:10","24.453","25.035","25.367","25.257","24.786","24.419","24.886","0.948"
"03:58:20","24.168","24.730","25.046","24.958","24.501","24.117","24.587","0.929"
"03:58:30","24.002","24.510","24.798","24.711","24.308","23.913","24.374","0.885"
"03:58:40","23.894","24.421","24.661","24.611","24.223","23.827","24.273","0.834"
"03:58:50","23.910","24.460","24.673","24.608","24.270","23.860","24.297","0.813"
"03:59:00","24.020","24.544","24.759","24.673","24.363","23.931","24.382","0.828"
"03:59:10","24.096","24.649","24.875","24.789","24.467","24.029","24.484","0.846"
"03:59:20","24.178","24.731","24.938","24.890","24.539","24.120","24.566","0.818"
"03:59:30","24.238","24.777","25.000","24.946","24.601","24.178","24.623","0.822"
"03:59:40","24.262","24.808","25.038","24.982","24.622","24.204","24.653","0.834"
"03:59:50","24.294","24.827","25.059","24.994","24.628","24.219","24.670","0.840"
"04:00:00","24.281","24.809","25.070","24.995","24.610","24.224","24.665","0.846"
"04:00:10","24.264","24.789","25.043","24.981","24.600","24.199","24.646","0.844"
"04:00:20","24.248","24.766","25.031","24.970","24.578","24.181","24.629","0.850"
"04:00:30","24.221","24.729","25.000","24.937","24.536","24.150","24.596","0.850"
"04:00:40","24.190","24.706","24.969","24.907","24.526","24.135","24.572","0.834"
"04:00:50","24.191","24.687","24.962","24.899","24.505","24.123","24.561","0.839"
"04:01:00","24.183","24.680","24.951","24.883","24.483","24.119","24.550","0.832"
"04:01:10","24.174","24.671","24.956","24.900","24.484","24.119","24.551","0.837"
"04:01:20","24.185","24.673","24.955","24.900","24.490","24.117","24.554","0.838"
"04:01:30","24.194","24.684","24.975","24.903","24.502","24.136","24.566","0.839"
"04:01:40","24.217","24.705","24.974","24.936","24.516","24.149","24.583","0.825"
"04:01:50","24.239","24.711","24.992","24.933","24.536","24.171","24.597","0.821"
"04:02:00","24.249","24.723","25.005","24.945","24.544","24.186","24.609","0.819"
"04:02:10","24.261","24.720","25.008","24.950","24.545","24.193","24.613","0.814"
"04:02:20","24.260","24.720","24.995","24.947","24.542","24.191","24.609","0.804"
"04:02:30","24.258","24.711","24.998","24.934","24.529","24.181","24.602","0.817"
"04:02:40","24.257","24.709","24.986","24.924","24.526","24.182","24.597","0.804"
"04:02:50","24.240","24.696","24.974","24.922","24.523","24.171","24.588","0.803"
"04:03:00","24.228","24.680","24.965","24.912","24.498","24.159","24.574","0.806"
"04:03:10","24.209","24.656","24.959","24.893","24.475","24.132","24.554","0.827"
"04:03:20","24.199","24.631","24.942","24.887","24.470","24.126","24.543","0.816"
"04:03:30","24.187","24.631","24.932","24.879","24.460","24.120","24.535","0.812"
"04:03:40","24.199","24.626","24.934","24.876","24.454","24.136","24.538","0.798"
"04:03:50","24.202","24.649","24.943","24.882","24.465","24.140","24.547","0.803"
"04:04:00","24.221","24.654","24.956","24.895","24.474","24.151","24.559","0.805"
"04:04:10","24.225","24.660","24.970","24.901","24.493","24.165","24.569","0.805"
"04:04:20","24.231","24.673","24.961","24.915","24.499","24.171","24.575","0.790"
"04:04:30","24.245","24.672","24.977","24.921","24.502","24.171","24.581","0.806"
"04:04:40","24.234","24.666","24.968","24.918","24.493","24.167","24.574","0.801"
"04:04:50","24.226","24.653","24.965","24.910","24.488","24.161","24.567","0.804"
"04:05:00","24.219","24.638","24.958","24.905","24.465","24.153","24.556","0.805"
"04:05:10","24.194","24.616","24.942","24.882","24.448","24.147","24.538","0.795"
"04:05:20","24.190","24.596","24.922","24.875","24.423","24.121","24.521","0.801"
"04:05:30","24.172","24.593","24.920","24.865","24.406","24.098","24.509","0.822"
"04:05:40","24.177","24.582","24.906","24.857","24.407","24.100","24.505","0.806"
"04:05:50","24.182","24.588","24.920","24.870","24.417","24.122","24.517","0.798"
"04:06:00","24.189","24.603","24.931","24.883","24.432","24.139","24.530","0.792"
"04:06:10","24.210","24.610","24.948","24.898","24.449","24.146","24.544","0.802"
"04:06:20","24.217","24.619","24.948","24.897","24.452","24.148","24.547","0.800"
"04:06:30","24.222","24.634","24.948","24.905","24.442","24.155","24.551","0.793"
"04:06:40","24.217","24.620","24.957","24.896","24.444","24.159","24.549","0.798"
"04:06:50","24.202","24.586","24.952","24.894","24.430","24.132","24.533","0.820"
"04:07:00","24.173","24.566","24.935","24.874","24.400","24.112","24.510","0.823"
"04:07:10","24.154","24.551","24.914","24.856","24.365","24.095","24.489","0.819"
"04:07:20","24.141","24.542","24.892","24.842","24.365","24.087","24.478","0.805"
"04:07:30","24.159","24.540","24.890","24.842","24.370","24.078","24.480","0.812"
"04:07:40","24.171","24.560","24.905","24.851","24.379","24.111","24.496","0.794"
"04:07:50","24.197","24.586","24.917","24.868","24.410","24.130","24.518","0.787"
"04:08:00","24.218","24.599","24.943","24.884","24.429","24.158","24.539","0.785"
"04:08:10","24.238","24.624","24.954","24.898","24.437","24.166","24.553","0.788"
"04:08:20","24.217","24.606","24.960","24.903","24.450","24.164","24.550","0.796"
"04:08:30","24.219","24.598","24.960","24.897","24.433","24.157","24.544","0.802"
"04:08:40","24.217","24.584","24.941","24.880","24.407","24.145","24.529","0.796"
"04:08:50","24.202","24.560","24.925","24.874","24.393","24.125","24.513","0.800"
"04:09:00","24.171","24.556","24.911","24.853","24.373","24.102","24.494","0.809"
"04:09:10","24.163","24.532","24.880","24.845","24.357","24.104","24.480","0.776"
"04:09:20","24.166","24.516","24.891","24.839","24.350","24.089","24.475","0.802"
"04:09:30","24.148","24.513","24.884","24.835","24.350","24.084","24.469","0.800"
"04:09:40","24.156","24.525","24.892","24.840","24.356","24.100","24.478","0.792"
"04:09:50","24.173","24.527","24.900","24.845","24.361","24.098","24.484","0.802"
"04:10:00","24.188","24.542","24.913","24.866","24.372","24.124","24.501","0.789"
"04:10:10","24.196","24.561","24.923","24.868","24.395","24.130","24.512","0.793"
"04:10:20","24.205","24.575","24.920","24.885","24.399","24.138","24.520","0.782"
"04:10:30","24.207","24.567","24.928","24.884","24.403","24.141","24.522","0.787"
"04:10:40","24.198","24.559","24.922","24.886","24.391","24.142","24.516","0.780"
"04:10:50","24.190","24.545","24.917","24.868","24.382","24.139","24.507","0.778"
"04:11:00","24.180","24.540","24.903","24.855","24.364","24.112","24.492","0.791"
"04:11:10","24.172","24.519","24.892","24.851","24.356","24.105","24.482","0.787"
"04:11:20","24.146","24.512","24.895","24.842","24.341","24.085","24.470","0.810"
"04:11:30","24.142","24.498","24.877","24.832","24.326","24.086","24.460","0.791"
"04:11:40","24.150","24.498","24.887","24.827","24.327","24.084","24.462","0.803"
"04:11:50","24.153","24.514","24.886","24.841","24.325","24.085","24.467","0.801"
"04:12:00","24.152","24.505","24.883","24.838","24.332","24.088","24.466","0.794"
"04:12:10","24.160","24.499","24.891","24.840","24.328","24.099","24.469","0.792"
"04:12:20","24.180","24.520","24.909","24.851","24.353","24.108","24.487","0.801"
"04:12:30","24.194","24.541","24.915","24.860","24.376","24.125","24.502","0.790"
"04:12:40","24.202","24.541","24.925","24.871","24.366","24.133","24.506","0.792"
"04:12:50","24.204","24.550","24.927","24.863","24.374","24.140","24.510","0.787"
"04:13:00","24.194","24.544","24.922","24.869","24.372","24.131","24.505","0.791"
"04:13:10","24.184","24.518","24.916","24.861","24.353","24.114","24.491","0.802"
"04:13:20","24.162","24.504","24.892","24.852","24.333","24.098","24.473","0.794"
"04:13:30","24.150","24.493","24.872","24.831","24.316","24.083","24.457","0.789"
"04:13:40","24.136","24.473","24.862","24.822","24.317","24.079","24.448","0.783"
"04:13:50","24.150","24.477","24.872","24.818","24.316","24.086","24.453","0.786"
"04:14:00","24.160","24.494","24.872","24.832","24.329","24.093","24.463","0.779"
"04:14:10","24.182","24.507","24.892","24.841","24.350","24.104","24.479","0.788"
"04:14:20","24.184","24.526","24.908","24.863","24.347","24.127","24.492","0.781"
"04:14:30","24.185","24.523","24.915","24.863","24.357","24.128","24.495","0.787"
"04:14:40","24.202","24.533","24.915","24.857","24.361","24.127","24.499","0.788"
"04:14:50","24.178","24.521","24.914","24.867","24.362","24.119","24.493","0.795"
"04:15:00","24.182","24.505","24.890","24.863","24.338","24.110","24.481","0.780"
"04:15:10","24.160","24.493","24.887","24.832","24.323","24.086","24.463","0.801"
"04:15:20","24.133","24.475","24.876","24.827","24.300","24.083","24.449","0.793"
"04:15:30","24.128","24.473","24.867","24.816","24.290","24.072","24.441","0.794"
"04:15:40","24.128","24.457","24.861","24.813","24.290","24.069","24.436","0.792"
"04:15:50","24.125","24.459","24.865","24.815","24.296","24.069","24.438","0.796"
"04:16:00","24.139","24.468","24.870","24.819","24.299","24.082","24.446","0.788"
"04:16:10","24.144","24.471","24.883","24.832","24.307","24.103","24.456","0.780"
"04:16:20","24.146","24.486","24.887","24.838","24.313","24.088","24.459","0.799"
"04:16:30","24.158","24.477","24.897","24.844","24.326","24.096","24.466","0.801"
"04:16:40","24.164","24.483","24.889","24.850","24.313","24.097","24.466","0.792"
"04:16:50","24.148","24.472","24.890","24.834","24.309","24.087","24.456","0.803"
"04:17:00","24.137","24.462","24.888","24.840","24.289","24.079","24.449","0.809"
"04:17:10","24.134","24.455","24.875","24.827","24.273","24.064","24.438","0.811"
"04:17:20","24.133","24.453","24.877","24.822","24.275","24.072","24.438","0.805"
"04:17:30","24.140","24.462","24.869","24.817","24.301","24.072","24.443","0.797"
"04:17:40","24.157","24.478","24.873","24.829","24.315","24.097","24.458","0.776"
"04:17:50","24.175","24.487","24.889","24.848","24.328","24.113","24.473","0.776"
"04:18:00","24.189","24.501","24.904","24.867","24.332","24.117","24.485","0.787"
"04:18:10","24.178","24.498","24.903","24.860","24.336","24.119","24.482","0.784"
"04:18:20","24.174","24.500","24.906","24.860","24.324","24.112","24.479","0.794"
"04:18:30","24.171","24.495","24.894","24.854","24.318","24.093","24.471","0.801"
"04:18:40","24.167","24.468","24.881","24.832","24.313","24.091","24.458","0.790"
"04:18:50","24.138","24.468","24.875","24.830","24.302","24.085","24.449","0.790"
"04:19:00","24.140","24.457","24.868","24.829","24.288","24.077","24.443","0.790"
"04:19:10","24.131","24.448","24.862","24.809","24.274","24.068","24.432","0.794"
"04:19:20","24.117","24.437","24.853","24.818","24.265","24.055","24.424","0.798"
"04:19:30","24.131","24.442","24.861","24.812","24.268","24.071","24.431","0.790"
"04:19:40","24.141","24.455","24.875","24.819","24.290","24.085","24.444","0.790"
"04:19:50","24.166","24.479","24.880","24.832","24.310","24.098","24.461","0.782"
"04:20:00","24.195","24.493","24.902","24.846","24.337","24.128","24.483","0.774"
"04:20:10","24.193","24.508","24.906","24.865","24.344","24.131","24.491","0.775"
"04:20:20","24.196","24.500","24.905","24.863","24.336","24.121","24.487","0.784"
"04:20:30","24.189","24.490","24.898","24.853","24.335","24.106","24.478","0.792"
"04:20:40","24.159","24.485","24.882","24.844","24.305","24.103","24.463","0.779"
"04:20:50","24.151","24.466","24.874","24.832","24.291","24.082","24.449","0.792"
"04:21:00","24.134","24.453","24.858","24.815","24.277","24.078","24.436","0.780"
"04:21:10","24.125","24.440","24.855","24.805","24.263","24.064","24.425","0.791"
"04:21:20","24.110","24.427","24.854","24.804","24.258","24.055","24.418","0.799"
"04:21:30","24.112","24.426","24.843","24.807","24.265","24.058","24.418","0.785"
"04:21:40","24.128","24.440","24.861","24.809","24.267","24.077","24.430","0.784"
"04:21:50","24.162","24.453","24.879","24.827","24.300","24.096","24.453","0.783"
"04:22:00","24.180","24.485","24.890","24.848","24.312","24.111","24.471","0.779"
"04:22:10","24.188","24.494","24.903","24.858","24.329","24.129","24.483","0.774"
"04:22:20","24.193","24.486","24.910","24.872","24.333","24.126","24.487","0.784"
"04:22:30","24.190","24.509","24.904","24.861","24.325","24.129","24.486","0.775"
"04:22:40","24.198","24.505","24.892","24.861","24.335","24.131","24.487","0.761"
"04:22:50","24.195","24.494","24.896","24.846","24.316","24.105","24.475","0.791"
"04:23:00","24.170","24.478","24.889","24.837","24.318","24.109","24.467","0.780"
"04:23:10","24.163","24.474","24.878","24.836","24.300","24.088","24.456","0.790"
"04:23:20","24.141","24.434","24.866","24.824","24.280","24.081","24.437","0.785"
"04:23:30","24.134","24.441","24.856","24.810","24.269","24.056","24.427","0.800"
